station_id,longitude,latitude,easting,northing,elevation,time_minutes,reading
212,27.71883,-24.24251,1183137.19,7302426.53,1211.0,0.0,1728.57
189,27.27167,-24.52167,1136138.67,7273526.39,939.38,54.0,1773.83
190,27.29668,-24.01326,1141245.38,7329927.16,914.0,107.0,1754.29
191,27.32167,-25.0,1138756.33,7220119.37,1053.07,196.0,1849.67
192,27.34135,-24.96895,1140912.12,7223477.65,1030.08,199.0,1856.28
193,27.35249,-24.22729,1145862.04,7305875.78,1007.0,270.0,1746.13
194,27.38425,-24.17078,1149388.17,7312010.09,1004.0,277.0,1747.01
195,27.40167,-24.685,1148512.23,7254758.26,918.66,320.0,1834.24
196,27.40833,-24.58167,1149726.59,7266214.65,964.99,331.0,1807.71
197,27.43333,-24.8,1151124.87,7241821.24,927.5,354.0,1863.56
198,27.44968,-24.82106,1152673.15,7239401.12,909.0,356.0,1849.84
199,27.465,-24.97,1153437.74,7222767.23,1010.1,369.0,1828.36
200,27.47166,-24.85001,1154750.2,7236076.22,929.94,380.0,1853.15
201,27.49001,-24.77333,1157018.9,7244513.38,956.76,387.0,1835.68
202,27.49969,-24.17397,1161147.29,7311110.94,970.0,447.0,1777.09
203,27.52837,-24.9662,1159881.04,7222880.99,961.89,531.0,1852.23
204,27.54233,-24.93465,1161465.8,7226320.82,926.25,534.0,1850.61
205,27.56274,-24.94023,1163505.11,7225600.1,931.27,536.0,1841.42
206,27.58,-24.64999,1166816.53,7257790.61,959.5,562.0,1842.96
207,27.60109,-24.92947,1167451.85,7226607.48,965.38,592.0,1835.28
208,27.62991,-24.04652,1175105.48,7324658.99,1021.0,679.0,1764.3
209,27.67139,-24.91022,1174686.32,7228398.75,1040.14,759.0,1822.71
212,27.71883,-24.24251,1183137.19,7302426.53,1211.0,824.0,1745.05
