station_id,longitude,latitude,easting,northing,elevation,time_minutes,reading
31,27.43333,-25.99001,1144726.82,7109516.68,1587.99,0.0,1784.63
42,27.645,-25.00667,1171482.35,7217804.02,1034.48,101.0,1850.94
43,27.67168,-25.67,1170493.1,7143899.46,1128.97,172.0,1902.5
44,27.68333,-25.62833,1171902.31,7148474.16,1097.27,176.0,1906.54
45,27.72,-25.55667,1176005.19,7156256.19,1065.57,184.0,1902.49
46,27.76666,-25.79167,1179369.01,7129878.16,1196.94,207.0,1862.13
47,27.78168,-25.40833,1183072.41,7172438.0,1154.27,249.0,1876.25
48,27.80333,-25.39,1185363.92,7174365.1,1078.98,252.0,1880.65
49,27.84,-25.63333,1187670.74,7147107.8,1163.11,277.0,1894.48
50,27.89667,-25.69667,1193016.27,7139763.8,1280.15,285.0,1846.86
51,27.94501,-25.095,1201385.73,7206444.96,1028.39,344.0,1849.72
52,27.96832,-25.2,1203140.51,7194640.61,1036.92,354.0,1854.99
53,28.01669,-25.62148,1205560.0,7147489.47,1250.7,391.0,1878.58
54,28.01831,-25.84744,1204379.45,7122340.14,1426.5,414.0,1813.03
55,28.02631,-25.89709,1204887.75,7116772.74,1460.1,419.0,1806.59
56,28.06245,-25.217,1212569.58,7192249.68,1026.0,484.0,1864.89
57,28.0752,-25.49483,1212216.89,7161266.51,1210.5,509.0,1881.56
58,28.0816,-25.05736,1215445.54,7209911.28,1104.6,553.0,1841.91
59,28.09567,-25.81029,1212392.39,7126053.5,1419.05,618.0,1830.71
60,28.12502,-25.44487,1217547.16,7166556.27,1143.0,651.0,1890.16
61,28.14319,-25.71712,1217743.52,7136161.15,1286.4,680.0,1875.03
62,28.15816,-25.53993,1220323.8,7155797.3,1281.8,697.0,1883.18
31,27.43333,-25.99001,1144726.82,7109516.68,1587.99,768.0,1815.35
