station_id,longitude,latitude,easting,northing,elevation,time_minutes,reading
301,30.12666,-24.07668,1430372.28,7306880.44,1084.0,0.0,1977.66
252,28.89702,-24.04182,1304667.33,7318454.43,1052.7,124.0,2029.76
253,28.90508,-24.46939,1302774.37,7270766.99,1068.8,170.0,2033.47
254,28.93227,-24.22745,1307096.01,7297565.59,1522.0,194.0,1999.54
255,28.95132,-24.04062,1310231.67,7318273.02,1159.9,212.0,2004.29
256,28.96808,-24.32858,1310106.65,7286086.62,1083.0,239.0,2077.71
257,28.98926,-24.25143,1312765.68,7294559.09,1073.1,247.0,2082.46
258,29.03,-24.42667,1315792.75,7274789.12,1046.06,266.0,2034.06
259,29.05646,-24.09496,1320642.93,7311600.23,1217.3,302.0,1978.82
260,29.08624,-24.86584,1318631.25,7225507.99,937.6,369.0,2057.92
261,29.11166,-24.375,1324464.53,7280059.46,1080.81,415.0,2023.21
262,29.12505,-24.14848,1327312.85,7305227.34,1309.9,438.0,1976.42
263,29.145,-24.76167,1325303.41,7236760.2,920.18,492.0,2072.27
264,29.17368,-24.89845,1327302.67,7221339.11,907.4,504.0,2076.16
265,29.19148,-24.13628,1334187.77,7306188.81,1430.5,577.0,1958.86
266,29.21484,-24.92857,1331283.02,7217727.97,866.2,647.0,2104.53
267,29.22833,-24.31833,1336753.24,7285671.14,1129.58,700.0,2003.22
268,29.24742,-24.95706,1334400.49,7214350.16,890.8,763.0,2121.54
269,29.26334,-24.46167,1339371.4,7269477.34,945.79,818.0,2052.11
270,29.28667,-24.53667,1341247.07,7260972.34,905.86,825.0,2068.33
271,29.29362,-24.18449,1344317.0,7300194.58,1279.7,861.0,1981.35
272,29.3,-24.94833,1339804.03,7214995.5,878.43,941.0,2136.55
301,30.12666,-24.07668,1430372.28,7306880.44,1084.0,1062.0,2009.52
