station_id,longitude,latitude,easting,northing,elevation,time_minutes,reading
31,27.43333,-25.99001,1144726.82,7109516.68,1587.99,0.0,1959.11
21,27.25,-25.21667,1130376.64,7196373.38,1131.1,75.0,2056.9
22,27.27333,-25.77,1129825.43,7134756.48,1193.59,127.0,2047.54
23,27.285,-25.60333,1131884.49,7153227.02,1103.98,144.0,2083.12
24,27.30833,-25.56,1134465.95,7157931.52,1091.48,148.0,2087.26
25,27.32167,-25.49001,1136182.5,7165647.63,1074.41,155.0,2088.14
26,27.37666,-25.42833,1142060.29,7172238.98,1110.38,163.0,2073.34
27,27.395,-25.92833,1141212.03,7116563.5,1485.89,206.0,1994.51
28,27.40334,-25.895,1142232.15,7120227.78,1464.86,209.0,2002.38
29,27.41,-25.14,1146964.36,7204132.57,1053.68,283.0,2068.4
30,27.42,-25.505,1146023.29,7163504.33,1049.42,322.0,2111.92
32,27.45168,-25.00833,1151884.16,7218570.08,1022.59,364.0,2045.38
33,27.48167,-25.27081,1153514.06,7189240.05,1017.1,389.0,2086.18
34,27.48833,-25.72166,1151733.21,7139078.91,1189.93,431.0,2078.19
35,27.50471,-25.2513,1155949.0,7191296.18,1009.9,475.0,2079.98
36,27.52167,-25.05833,1158706.72,7212669.52,951.27,496.0,2076.62
37,27.53168,-25.315,1158329.86,7184080.21,1002.17,520.0,2098.46
38,27.55667,-25.36667,1160572.96,7178210.77,997.91,525.0,2101.55
39,27.57832,-25.25,1163399.88,7191076.59,973.83,536.0,2079.32
40,27.59833,-25.89667,1161832.63,7119066.14,1274.36,604.0,2051.59
41,27.63,-25.42,1167686.1,7171913.21,1024.42,647.0,2103.24
31,27.43333,-25.99001,1144726.82,7109516.68,1587.99,712.0,1987.59
