station_id,longitude,latitude,easting,northing,elevation,time_minutes,reading
31,27.43333,-25.99001,1144726.82,7109516.68,1587.99,0.0,2094.31
0,26.50162,-25.42709,1053773.17,7176320.94,1088.0,96.0,2166.36
1,26.52499,-25.84332,1054195.48,7129995.6,1544.71,131.0,2107.51
2,26.58333,-25.34309,1062405.25,7185307.41,1065.0,179.0,2171.45
3,26.60262,-25.49702,1063632.3,7168128.5,1195.0,193.0,2150.37
4,26.61333,-25.84,1063089.97,7129986.96,1513.93,226.0,2121.75
5,26.64494,-25.10564,1069734.99,7211420.94,1065.0,287.0,2168.03
6,26.70055,-25.02113,1075756.49,7220571.56,1041.0,295.0,2153.11
7,26.73466,-25.32137,1077784.36,7187072.31,1152.0,325.0,2164.61
8,26.7823,-25.41209,1082157.35,7176786.4,1119.0,335.0,2172.99
9,26.80493,-25.17828,1085569.06,7202662.49,1158.0,355.0,2157.14
10,26.82217,-25.31319,1086660.12,7187598.64,1173.0,367.0,2164.6
11,26.89618,-25.38133,1093799.58,7179699.77,1097.0,376.0,2186.46
12,26.9418,-25.10703,1099757.29,7209973.73,1052.0,403.0,2177.69
13,26.99461,-25.3987,1103648.32,7177326.07,1128.0,432.0,2182.03
14,27.02834,-25.63834,1105841.26,7150542.32,1110.68,458.0,2192.49
15,27.06332,-25.355,1110804.76,7181868.24,1077.46,484.0,2196.72
16,27.10001,-25.13333,1115632.56,7206334.44,1106.41,508.0,2183.25
17,27.11166,-25.24834,1116228.63,7193499.09,1133.54,520.0,2171.21
18,27.15334,-25.24834,1120441.47,7193306.01,1134.15,523.0,2182.96
19,27.19833,-25.63667,1122975.19,7149934.26,1219.19,566.0,2187.06
20,27.245,-25.09167,1130517.36,7210291.26,1089.95,614.0,2225.19
31,27.43333,-25.99001,1144726.82,7109516.68,1587.99,713.0,2122.83
