station_id,longitude,latitude,easting,northing,elevation,time_minutes,reading
31,27.43333,-25.99001,1144726.82,7109516.68,1587.99,0.0,1645.19
63,28.17303,-25.20828,1223815.74,7192624.55,1036.0,91.0,1717.93
64,28.19034,-25.0687,1226400.92,7208064.71,1057.0,105.0,1700.83
65,28.21205,-25.37659,1226753.68,7173680.18,1101.8,136.0,1722.1
66,28.22443,-25.89619,1224833.62,7115784.14,1446.3,184.0,1669.8
67,28.24496,-25.09325,1231790.54,7205035.13,1068.0,256.0,1709.11
68,28.27469,-25.92909,1229688.79,7111841.31,1524.7,336.0,1664.87
69,28.28986,-25.16357,1235916.25,7196961.78,1053.5,416.0,1735.78
70,28.30331,-25.12648,1237503.61,7201016.09,1076.4,420.0,1721.14
71,28.33624,-25.71764,1237203.5,7135030.31,1316.5,473.0,1718.66
72,28.34653,-25.0143,1242565.68,7213264.67,1094.2,533.0,1722.25
73,28.37395,-25.0695,1245010.45,7206967.73,1089.2,538.0,1732.82
74,28.3997,-25.97581,1241975.31,7105932.1,1590.3,628.0,1668.04
75,28.41843,-25.18625,1248801.85,7193721.97,1089.9,697.0,1726.25
76,28.44212,-25.11243,1251657.97,7201807.35,1059.0,704.0,1729.09
77,28.45992,-25.6833,1249892.67,7138150.59,1381.2,752.0,1716.14
78,28.46815,-25.6311,1251052.8,7143914.95,1308.2,757.0,1724.67
79,28.49174,-25.73001,1252806.08,7132767.58,1392.4,766.0,1717.14
80,28.51593,-25.81731,1254687.89,7122908.29,1508.9,775.0,1702.95
81,28.53236,-25.16946,1260449.14,7194946.92,1027.4,841.0,1741.65
82,28.55167,-25.91476,1257661.98,7111850.52,1502.2,904.0,1709.92
83,28.56635,-25.23845,1263458.9,7187070.57,1062.0,973.0,1744.44
31,27.43333,-25.99001,1144726.82,7109516.68,1587.99,1102.0,1689.27
