station_id,longitude,latitude,easting,northing,elevation,time_minutes,reading
141,30.01639,-25.97722,1404827.59,7095483.24,1650.7,0.0,1959.06
105,29.045,-25.70528,1308790.67,7132217.18,1436.0,93.0,1973.54
106,29.06361,-25.47139,1312264.23,7158164.43,1499.6,116.0,1927.94
107,29.07556,-25.20557,1315271.91,7187712.85,1053.7,143.0,2008.59
108,29.1039,-25.58583,1315557.2,7145162.41,1200.1,177.0,1990.87
109,29.13972,-25.71584,1318280.16,7130450.56,1413.3,192.0,1981.29
110,29.15833,-25.15833,1323985.25,7192468.15,1014.8,247.0,2016.88
111,29.18944,-25.92751,1321820.88,7106547.64,1545.3,323.0,1993.77
112,29.21222,-25.42612,1327611.42,7162285.54,1447.6,373.0,1954.9
113,29.24139,-25.30806,1331380.64,7175261.86,1075.2,384.0,2025.65
114,29.28972,-25.2114,1336947.78,7185732.98,946.2,395.0,2041.11
115,29.32973,-25.27556,1340558.83,7178327.73,1060.7,401.0,2037.99
116,29.35806,-25.81583,1339614.22,7117916.79,1504.9,455.0,1998.8
117,29.38693,-25.09193,1347641.79,7198437.76,951.9,516.0,2044.1
118,29.40028,-25.47639,1346293.39,7155487.36,1280.5,549.0,2007.39
119,29.44278,-25.37582,1351309.39,7166427.04,1006.8,560.0,2063.94
120,29.46388,-25.73334,1350887.64,7126426.62,1481.1,596.0,2006.95
121,29.47694,-25.92027,1350853.16,7105498.72,1601.9,613.0,2003.71
122,29.50444,-25.05444,1359838.99,7201867.17,1294.0,698.0,1989.41
123,29.53471,-25.43639,1360187.46,7159076.66,1105.0,739.0,2053.41
124,29.56029,-25.65222,1361215.3,7134840.07,1559.3,761.0,1992.97
125,29.59639,-25.19611,1368166.06,7185471.22,1084.6,809.0,2055.3
141,30.01639,-25.97722,1404827.59,7095483.24,1650.7,894.0,1976.94
