station_id,longitude,latitude,easting,northing,elevation,time_minutes,reading
212,27.71883,-24.24251,1183137.19,7302426.53,1211.0,0.0,2011.05
168,30.995,-25.375,1508764.43,7155564.9,834.23,299.0,2142.17
169,26.55809,-24.52959,1063564.84,7275766.04,914.0,711.0,2095.44
170,26.59583,-24.84729,1065955.37,7240323.46,1045.0,740.0,2082.7
171,26.65477,-24.95258,1071441.44,7228380.81,1021.0,751.0,2094.63
172,26.72694,-24.92503,1078879.64,7231133.98,1062.0,758.0,2079.55
173,26.78526,-24.65182,1086076.96,7261235.1,988.0,784.0,2091.43
174,26.83665,-24.10861,1093841.54,7321364.91,892.4,834.0,2063.35
175,26.89397,-24.93665,1095745.0,7229117.18,1119.0,920.0,2077.04
176,26.91644,-24.99652,1097730.44,7222365.68,1064.0,926.0,2099.06
177,26.94885,-24.69603,1102474.36,7255610.66,1024.0,958.0,2088.82
178,26.96692,-24.11427,1107100.63,7320174.97,897.0,1009.0,2066.78
179,26.99442,-24.99936,1105613.15,7221701.98,1036.0,1099.0,2114.89
180,27.01822,-24.13608,1112228.5,7317526.9,911.0,1181.0,2070.65
181,27.03168,-24.755,1110593.57,7248688.85,1106.11,1237.0,2086.57
182,27.04668,-24.675,1112509.48,7257511.71,1031.74,1245.0,2094.17
183,27.07841,-24.03625,1118849.09,7328355.46,930.0,1306.0,2075.1
184,27.12167,-24.29333,1122010.16,7299591.37,934.81,1334.0,2070.08
185,27.14,-24.32668,1123713.22,7295802.26,924.75,1337.0,2076.44
186,27.18318,-24.03487,1129550.24,7328040.93,923.62,1366.0,2082.1
187,27.20551,-24.17311,1131147.42,7312574.52,959.0,1379.0,2065.46
188,27.25504,-24.97021,1132159.78,7223745.08,1012.66,1462.0,2181.85
212,27.71883,-24.24251,1183137.19,7302426.53,1211.0,1539.0,2057.22
