station_id,longitude,latitude,easting,northing,elevation,time_minutes,reading
212,27.71883,-24.24251,1183137.19,7302426.53,1211.0,0.0,1782.29
231,28.105,-24.42332,1221498.3,7280343.92,1194.5,36.0,1796.55
232,28.15167,-24.94167,1223231.01,7222410.57,1112.2,82.0,1846.78
233,28.25667,-24.89833,1234144.82,7226666.54,1117.08,91.0,1844.64
234,28.325,-24.28667,1244724.81,7294382.35,1417.92,159.0,1750.68
235,28.35333,-24.75333,1244833.09,7242278.49,1182.61,199.0,1819.71
236,28.40334,-24.69667,1250259.93,7248310.81,1155.79,206.0,1826.53
237,28.47667,-24.94501,1256195.34,7220253.19,1071.06,233.0,1855.23
238,28.52333,-24.29832,1264894.56,7292000.19,1495.64,291.0,1741.17
239,28.55333,-24.32333,1267804.35,7289048.34,1355.43,294.0,1765.69
240,28.59167,-24.645,1269737.9,7253011.38,1165.54,322.0,1825.66
241,28.63367,-24.09125,1277423.62,7314446.05,1302.7,376.0,1784.97
242,28.66875,-24.0444,1281297.09,7319467.64,1076.4,381.0,1837.21
243,28.71001,-24.28333,1284042.67,7292621.28,1254.55,401.0,1805.25
244,28.73746,-24.09438,1288017.28,7313512.72,1092.7,420.0,1850.62
245,28.74667,-24.55167,1286104.74,7262521.37,1076.85,469.0,1842.86
246,28.76573,-24.19902,1290257.89,7301695.27,1130.3,501.0,1855.46
247,28.79738,-24.13232,1293908.53,7308944.76,1295.3,507.0,1826.84
248,28.8114,-24.3123,1294213.29,7288813.58,1387.0,524.0,1795.52
249,28.82993,-24.40759,1295502.9,7278090.57,1097.3,533.0,1847.58
250,28.85333,-24.72333,1295872.88,7242778.44,1029.6,566.0,1857.66
251,28.87572,-24.01022,1302686.07,7322098.32,1057.2,626.0,1846.15
212,27.71883,-24.24251,1183137.19,7302426.53,1211.0,719.0,1818.24
