station_id,longitude,latitude,easting,northing,elevation,time_minutes,reading
141,30.01639,-25.97722,1404827.59,7095483.24,1650.7,0.0,2068.95
126,29.62862,-25.34029,1370395.02,7169178.76,1234.3,63.0,2125.6
127,29.64833,-25.29083,1372751.69,7174565.65,1179.5,68.0,2131.14
128,29.67612,-25.96472,1370608.36,7099216.75,1603.2,142.0,2132.96
129,29.70889,-25.64528,1376288.52,7134626.58,1663.0,171.0,2086.67
130,29.73639,-25.34583,1381278.88,7167846.65,1348.0,197.0,2121.32
131,29.76418,-25.35306,1384042.87,7166854.41,1401.2,199.0,2111.13
132,29.78082,-25.42889,1385169.33,7158283.03,1768.0,207.0,2047.93
133,29.80888,-25.87193,1384696.1,7108666.86,1695.6,252.0,2096.63
134,29.84444,-25.04195,1394479.42,7201028.48,935.5,322.0,2206.02
135,29.8539,-25.25639,1393856.89,7177037.2,1473.0,343.0,2096.01
136,29.86722,-25.10918,1396299.06,7193373.73,1080.0,357.0,2173.68
137,29.91528,-25.00166,1401979.38,7205048.45,931.6,367.0,2195.4
138,29.92889,-25.54028,1399331.64,7144849.28,1572.8,414.0,2069.06
139,29.95694,-25.94943,1399045.31,7098999.6,1705.5,449.0,2083.16
140,29.99417,-25.75778,1404277.6,7120127.06,1884.5,466.0,2019.39
142,30.05472,-25.70583,1410798.18,7125502.74,1921.5,473.0,2006.65
143,30.07111,-25.64528,1412923.01,7132146.25,1939.7,479.0,1999.53
144,30.1039,-25.81528,1414920.28,7112941.44,1803.0,497.0,2041.16
145,30.14861,-25.32306,1423256.95,7167572.4,2105.0,541.0,1951.32
146,30.17612,-25.15944,1427306.8,7185647.04,1758.0,557.0,2009.2
141,30.01639,-25.97722,1404827.59,7095483.24,1650.7,647.0,2088.36
