station_id,longitude,latitude,easting,northing,elevation,time_minutes,reading
136,18.94556,-32.62971,-823894.52,6301121.69,505.4,0.0,2011.05
137,18.95694,-32.35639,-826936.98,6331947.89,463.0,27.0,1979.3
138,18.97833,-32.31972,-825448.82,6336337.16,402.3,31.0,1995.66
139,18.98778,-32.57584,-820697.86,6307708.29,178.5,56.0,2062.21
140,19.02695,-32.03889,-824993.08,6368482.43,449.6,116.0,1971.48
141,19.11708,-32.62782,-807634.65,6303518.89,713.2,170.0,1957.66
142,19.21329,-32.68517,-797648.04,6298298.16,729.8,179.0,1950.83
143,19.29491,-32.89536,-786791.12,6275746.44,999.9,198.0,1915.44
144,19.39352,-32.08752,-789245.47,6367590.08,248.4,279.0,1995.4
145,19.4523,-32.83102,-772844.9,6284921.18,948.6,356.0,1920.18
146,19.65533,-32.45386,-759039.19,6329693.96,402.0,391.0,1993.0
147,19.70056,-32.07082,-760159.9,6373189.42,363.6,430.0,1971.32
148,19.75822,-32.6514,-746454.75,6308791.37,452.5,486.0,2007.19
149,19.81192,-32.5975,-742126.3,6315477.55,401.1,492.0,2008.75
150,19.88031,-32.86681,-731834.29,6286116.66,533.0,516.0,2010.06
151,19.94664,-32.36861,-732540.44,6342732.91,439.5,560.0,1973.38
136,18.94556,-32.62971,-823894.52,6301121.69,505.4,637.0,2036.53
