station_id,longitude,latitude,easting,northing,elevation,time_minutes,reading
9,19.22462,-34.19405,-773714.59,6129272.41,79.0,0.0,2094.31
0,18.34444,-34.12971,-856779.83,6124813.86,32.2,78.0,2128.3
1,18.42557,-34.29778,-846453.18,6107067.17,104.0,93.0,2135.48
2,18.54388,-34.07861,-839002.0,6133257.14,34.7,118.0,2114.19
3,18.71889,-34.03082,-823432.79,6140961.62,19.3,132.0,2114.96
4,18.84778,-34.13861,-809691.08,6130582.54,14.0,146.0,2124.65
5,18.88528,-34.09473,-806889.19,6135996.12,296.5,151.0,2049.58
6,19.0174,-34.21436,-792692.41,6124315.98,195.0,167.0,2087.64
7,19.11142,-34.0331,-786757.07,6145851.94,313.9,184.0,2032.22
8,19.15,-34.35167,-778209.96,6110650.39,11.58,215.0,2146.54
10,19.2729,-34.01733,-771932.23,6149691.83,337.0,246.0,2035.92
11,19.35654,-34.17191,-761771.48,6133436.76,262.4,262.0,2073.6
12,19.36485,-34.56136,-755023.43,6089920.04,50.9,295.0,2174.36
13,19.422,-34.29756,-753763.79,6120191.5,280.0,318.0,2086.95
14,19.48856,-34.25705,-748191.0,6125568.53,266.0,325.0,2090.93
15,19.58333,-34.595,-734274.48,6088916.22,75.89,360.0,2171.34
16,19.72166,-34.185,-727588.12,6136541.47,218.84,397.0,2098.08
9,19.22462,-34.19405,-773714.59,6129272.41,79.0,434.0,2111.67
