station_id,longitude,latitude,easting,northing,elevation,time_minutes,reading
65,18.96222,-33.13083,-814677.83,6245102.53,114.2,0.0,1645.19
51,18.71693,-33.42444,-833233.17,6208958.62,297.7,33.0,1656.44
52,18.72528,-33.33694,-833822.25,6218887.25,234.1,42.0,1661.69
53,18.73611,-33.73807,-826479.77,6174025.5,108.0,81.0,1714.81
54,18.75528,-33.07306,-835114.5,6248895.25,88.9,155.0,1668.89
55,18.76944,-33.96832,-819707.17,6148641.83,177.1,243.0,1723.99
56,18.7975,-33.28444,-827839.05,6225726.77,160.1,315.0,1678.39
57,18.81168,-33.89223,-816964.84,6157733.26,300.1,378.0,1697.84
58,18.82388,-33.745,-818145.69,6174406.09,191.0,393.0,1710.48
59,18.84528,-33.52251,-819627.33,6199642.87,224.8,413.0,1687.59
60,18.87862,-33.68611,-813939.46,6181729.02,183.2,428.0,1708.14
61,18.89111,-33.92944,-808951.52,6154605.26,199.2,453.0,1727.11
62,18.90111,-33.14362,-820249.56,6242877.2,333.0,526.0,1624.64
63,18.91194,-33.04611,-820726.89,6253958.51,139.6,535.0,1659.35
64,18.94278,-33.76527,-806689.96,6173689.62,384.1,602.0,1672.22
66,18.97333,-33.85944,-802360.69,6163528.54,169.4,612.0,1729.72
67,18.99167,-33.95139,-799210.28,6153458.35,1286.6,620.0,1482.85
65,18.96222,-33.13083,-814677.83,6245102.53,114.2,696.0,1673.03
