station_id,longitude,latitude,easting,northing,elevation,time_minutes,reading
80,18.06194,-32.92667,-903061.75,6256031.08,30.1,0.0,2172.94
68,19.28333,-33.58501,-777539.26,6198276.17,218.84,130.0,2174.41
69,19.33049,-33.19026,-779038.74,6243124.41,1029.5,168.0,1950.18
70,19.37833,-33.85167,-764606.79,6169592.4,266.7,228.0,2188.59
71,19.44875,-33.29372,-766358.93,6233005.07,724.9,278.0,2019.28
72,19.55167,-33.51334,-753431.15,6209671.18,358.75,301.0,2121.46
73,19.74413,-33.19974,-739920.88,6247171.55,727.1,337.0,2012.11
74,19.87167,-33.32333,-726136.99,6234869.51,810.76,352.0,2002.75
75,19.96167,-33.84833,-710142.27,6177162.72,145.69,400.0,2206.08
76,17.89861,-32.745,-921533.73,6274197.2,5.0,599.0,2189.73
77,17.9436,-32.87361,-915150.96,6260361.78,60.0,613.0,2187.96
78,17.96944,-32.7086,-915398.06,6279269.61,5.0,629.0,2181.78
79,18.01111,-32.76694,-910487.61,6273285.27,200.5,635.0,2148.3
81,18.11154,-32.87689,-899168.94,6262305.94,48.02,647.0,2183.9
82,18.14192,-32.98369,-894556.9,6250720.38,30.96,656.0,2195.14
83,18.20753,-32.92297,-889324.16,6258437.91,27.27,664.0,2189.63
84,18.24278,-32.88306,-886625.73,6263400.78,3.6,668.0,2194.79
80,18.06194,-32.92667,-903061.75,6256031.08,30.1,683.0,2193.43
