station_id,longitude,latitude,easting,northing,elevation,time_minutes,reading
50,18.68443,-33.82832,-829886.4,6163216.0,153.0,0.0,1784.63
34,18.46832,-33.95168,-848120.65,6146476.15,38.4,19.0,1834.1
35,18.48975,-33.64217,-851117.92,6181497.08,85.89,48.0,1797.51
36,18.50667,-33.66417,-849175.95,6179255.77,111.5,51.0,1794.78
37,18.51472,-33.49611,-851116.23,6198225.42,567.1,69.0,1674.9
38,18.53574,-33.81841,-843967.82,6162339.02,17.18,97.0,1825.02
39,18.56111,-33.94389,-839570.79,6148602.07,36.0,109.0,1836.65
40,18.56833,-33.88693,-839813.49,6155089.28,51.4,114.0,1822.91
41,18.58305,-33.71584,-841182.01,6174482.4,138.8,130.0,1790.06
42,18.59557,-33.26334,-847206.31,6225431.4,97.1,179.0,1758.48
43,18.60194,-33.41943,-844133.15,6207996.81,207.9,194.0,1750.1
44,18.61861,-33.045,-848471.38,6250246.62,123.5,230.0,1743.5
45,18.62889,-33.8364,-834956.85,6161569.2,252.7,305.0,1769.18
46,18.64223,-33.86333,-833277.18,6158726.3,191.1,308.0,1786.52
47,18.65083,-33.59721,-836714.25,6188697.23,92.6,332.0,1783.78
48,18.65944,-33.69722,-834316.04,6177590.82,99.8,343.0,1794.71
49,18.66806,-33.18723,-841567.15,6234934.32,335.0,395.0,1706.71
50,18.68443,-33.82832,-829886.4,6163216.0,153.0,465.0,1793.93
