station_id,longitude,latitude,easting,northing,elevation,time_minutes,reading
95,18.41333,-32.8875,-870389.41,6265200.57,59.8,0.0,1959.06
85,18.27333,-32.89555,-883529.32,6262411.39,6.8,10.0,1964.84
86,18.30194,-32.65195,-884704.84,6290167.39,20.3,34.0,1957.09
87,18.32028,-32.73083,-881707.18,6281551.23,64.7,41.0,1952.78
88,18.33112,-32.01334,-891981.87,6362334.51,102.1,111.0,1901.41
89,18.34277,-32.39444,-884893.64,6319652.54,16.8,150.0,1961.67
90,18.34528,-32.68056,-880131.31,6287535.18,61.4,175.0,1951.52
91,18.36749,-32.8075,-876006.63,6273572.16,37.1,188.0,1963.01
92,18.38222,-32.39861,-881066.7,6319710.38,232.4,230.0,1910.03
93,18.39417,-32.20168,-883009.87,6342001.06,21.6,252.0,1933.99
94,18.40472,-32.81639,-872333.87,6273072.62,53.3,322.0,1961.45
96,18.43388,-32.45306,-875289.09,6314279.4,80.0,359.0,1949.34
97,18.44305,-32.19083,-878507.71,6343868.07,182.1,386.0,1896.63
98,18.45416,-32.77333,-868324.5,6278569.87,77.4,439.0,1954.59
99,18.46083,-32.15083,-877429.45,6348598.31,303.4,509.0,1863.12
100,18.47305,-32.12971,-876588.38,6351133.03,94.8,511.0,1904.31
101,18.48277,-32.01443,-877440.61,6364217.08,170.0,521.0,1877.28
95,18.41333,-32.8875,-870389.41,6265200.57,59.8,597.0,1965.03
