station_id,longitude,latitude,easting,northing,elevation,time_minutes,reading
32,18.44397,-33.58385,-856356.49,6187425.59,131.79,0.0,1959.11
17,19.92999,-34.7,-700636.96,6081455.15,10.36,153.0,2110.37
18,18.00833,-33.11082,-905122.42,6234596.77,192.8,378.0,1923.88
19,18.07957,-33.13184,-898041.52,6233218.24,32.34,384.0,1954.48
20,18.13834,-33.11853,-892702.8,6235521.23,160.8,390.0,1923.05
21,18.16667,-33.35194,-886217.91,6209689.96,84.1,412.0,1975.13
22,18.2186,-33.29395,-882267.38,6216914.49,34.59,420.0,1966.83
23,18.25917,-33.3661,-877269.21,6209365.35,85.3,428.0,1959.36
24,18.26884,-33.41125,-875624.22,6204427.04,43.57,432.0,1974.48
25,18.30106,-33.09956,-877626.45,6239869.81,90.31,467.0,1940.02
26,18.33611,-33.49167,-867986.68,6196312.93,103.4,502.0,1969.26
27,18.35558,-33.43617,-867053.19,6202808.34,157.71,508.0,1951.06
28,18.37361,-33.95972,-856845.48,6144287.18,7.9,559.0,2028.91
29,18.38184,-33.20377,-868320.69,6229258.19,42.91,632.0,1960.02
30,18.40807,-33.02055,-868771.28,6250186.77,72.1,651.0,1943.09
31,18.42444,-33.36472,-861720.01,6211760.83,86.5,681.0,1962.76
33,18.45433,-33.52031,-856406.23,6194697.36,148.42,697.0,1963.3
32,18.44397,-33.58385,-856356.49,6187425.59,131.79,703.0,1973.17
