station_id,longitude,latitude,easting,northing,elevation,time_minutes,reading
0,18.34444,-34.12971,255105.43,6220276.33,32.2,0.0,2560.34
73,18.7475,-33.99222,291947.29,6236419.51,113.2,48.0,2511.84
74,18.75694,-33.81194,292382.56,6256433.25,133.0,72.0,2487.06
75,18.75945,-33.8539,292716.3,6251784.63,179.4,77.0,2479.31
76,18.76723,-33.75999,293210.26,6262215.56,137.1,90.0,2482.65
77,18.76944,-33.96832,293916.47,6239114.6,177.1,115.0,2489.16
78,18.77917,-33.69528,294161.78,6269416.14,118.2,149.0,2480.86
79,18.78471,-33.67833,294635.02,6271307.01,134.1,151.0,2474.76
80,18.81416,-33.94057,297983.35,6242281.32,170.3,192.0,2484.96
81,18.81444,-33.80167,297681.57,6257686.79,205.9,209.0,2467.63
82,18.82388,-33.745,298422.84,6263990.27,191.0,216.0,2467.63
83,18.84444,-33.99194,300902.16,6236643.26,172.3,244.0,2487.17
84,18.85944,-33.86166,301986.45,6251121.16,250.4,266.0,2465.24
85,18.86555,-33.9525,302761.22,6241058.25,162.4,277.0,2487.98
86,18.87862,-33.68611,303360.1,6270627.01,183.2,307.0,2462.07
87,18.88222,-33.75389,303848.17,6263116.91,193.8,315.0,2463.85
88,18.89111,-33.92944,305070.98,6243664.61,199.2,342.0,2479.34
89,18.95612,-33.79388,310782.02,6258820.18,144.1,358.0,2474.6
90,18.97333,-33.85944,312518.77,6251580.97,169.4,366.0,2475.11
0,18.34444,-34.12971,255105.43,6220276.33,32.2,436.0,2551.62
